var1	var2	var3	var4	class
155	-102	50	145	1
132	-157	70	62	0
94	-164	122	147	0
147	-211	97	54	0
202	-145	81	143	1
116	-191	83	86	0
129	-67	73	121	1
167	-121	92	142	1
91	-178	136	84	0
105	-91	94	147	0
69	-111	78	139	0
106	-129	99	118	0
98	-171	131	132	0
97	-150	110	121	0
113	-212	140	112	0
84	-100	115	83	0
100	-180	136	103	0
122	-131	136	143	0
147	-75	79	83	1
137	-90	93	82	1
75	-148	75	125	0
129	-95	127	50	1
131	-203	88	129	0
133	-65	96	89	1
184	-142	117	62	1
140	-22	145	124	1
138	-97	105	79	1
59	-33	112	64	0
168	-132	94	87	1
102	-115	113	137	0
148	-68	149	99	1
105	-165	118	51	0
106	-162	112	147	0
99	-143	101	146	0
160	-108	101	66	1
97	-152	142	103	0
65	-169	119	101	0
129	-129	54	147	1
105	-151	83	111	0
106	-157	131	106	0
150	-135	109	112	1
129	-90	79	84	1
152	-122	63	103	1
165	-143	93	149	1
158	-51	54	67	1
88	-187	138	75	0
197	-171	144	125	1
140	-203	101	73	0
178	-81	99	76	1
73	-165	146	74	0
108	-207	78	86	0
108	-144	70	109	0
176	-117	78	142	1
118	-135	81	119	0
93	-128	61	133	0
87	-173	148	117	0
93	-157	131	52	0
121	-78	114	129	1
94	-106	116	100	0
143	-98	102	141	1
104	-147	143	104	0
160	-139	133	142	1
113	-38	110	81	1
114	-169	50	52	0
73	-106	72	109	0
111	-161	118	149	0
115	-70	116	74	1
135	-188	136	53	0
133	-81	91	127	1
135	-65	90	124	1
154	-71	117	85	1
186	-203	100	65	1
88	-144	85	74	0
121	-66	88	89	1
119	-169	145	86	0
105	-172	110	74	0
91	-160	120	148	0
131	-93	125	71	1
176	-152	107	96	1
148	-94	120	127	1
143	-29	80	72	1
184	-130	68	127	1
135	-42	106	142	1
144	-56	77	111	1
173	-97	142	92	1
168	-82	61	81	1
155	-71	131	51	1
177	-95	64	133	1
117	-182	138	109	0
85	-145	75	64	0
111	-92	84	73	0
110	-184	82	139	0
118	-60	82	88	1
76	-125	76	86	0
127	-111	59	122	1
126	-197	98	84	0
155	-98	101	67	1
70	-109	149	147	0
144	-61	142	141	1
167	-125	63	71	1
184	-117	140	57	1
126	-130	115	64	0
122	-54	83	91	1
119	-110	148	79	0
147	-175	149	128	1
145	-148	61	51	1
135	-197	115	92	0
140	-80	92	104	0
121	-167	134	96	0
111	-96	110	61	0
96	-130	97	132	0
68	-92	85	98	0
102	-128	101	143	0
161	-30	105	108	1
123	-181	119	132	0
113	-136	121	88	0
163	-40	144	124	1
195	-152	85	115	1
172	-108	63	78	1
143	-64	69	134	1
126	-166	116	137	0
131	-197	139	149	0
83	-108	64	136	0
129	-77	148	138	1
130	-48	78	71	1
149	-82	144	131	1
98	-136	132	139	0
116	-157	50	75	0
96	-134	110	123	0
138	-175	97	104	0
134	-84	99	59	1
105	-176	129	139	0
147	-112	134	65	1
111	-103	95	131	0
109	-25	141	68	1
123	-95	143	128	1
91	-185	128	127	0
126	-71	140	107	1
158	-108	52	76	1
157	-66	118	137	1
114	-223	142	70	0
173	-105	123	112	1
91	-171	99	112	0
105	-102	142	117	0
115	-184	132	147	1
173	-95	89	142	1
156	-88	125	80	1
86	-147	82	73	0
184	-150	148	63	1
154	-124	53	59	1
163	-61	139	149	1
158	-92	74	61	1
72	-90	55	139	0
150	-125	104	117	1
168	-212	113	149	1
116	-150	139	133	0
80	-129	84	81	0
100	-128	105	148	0
83	-168	145	139	0
141	-64	139	69	1
138	-81	89	103	1
105	-123	148	72	0
77	-103	57	68	0
131	-171	144	113	0
191	-182	134	117	1
82	-126	88	98	0
175	-136	126	58	1
88	-129	97	105	0
131	-173	121	78	0
106	-186	94	51	0
195	-178	81	69	1
129	-76	109	58	1
109	-182	132	134	0
82	-128	57	55	0
141	-34	50	121	1
84	-192	111	125	0
130	-95	123	147	1
139	-37	116	131	1
111	-175	78	91	0
142	-92	60	98	1
158	-56	81	145	1
129	-118	146	99	0
116	-176	56	117	0
140	-92	75	68	1
141	-85	72	144	1
160	-66	109	140	0
152	-90	94	88	1
112	-150	57	74	0
139	-84	71	105	1
96	-130	72	131	0
153	-128	90	75	1
195	-220	104	80	1
119	-139	76	115	0
183	-160	74	76	1
165	-75	70	136	1
73	-126	139	62	0
160	-57	117	124	1
79	-184	115	142	0
96	-160	125	58	0
88	-111	108	142	0
118	-123	137	52	0
92	-17	84	95	1
156	-105	79	91	1
107	-174	104	92	0
137	-90	83	101	1
101	-149	58	108	0
117	-65	97	97	1
155	-69	114	81	1
90	-149	127	66	0
191	-112	50	109	1
147	-72	126	92	1
144	-45	116	84	1
84	-108	140	127	0
150	-87	99	58	1
148	-75	51	73	1
143	-97	66	134	0
148	-83	95	135	1
67	-138	83	115	0
99	-200	109	120	0
155	-163	69	134	1
129	-134	94	79	1
106	-110	62	142	0
153	-78	145	127	1
199	-145	88	110	1
131	-90	145	71	1
92	-214	87	143	0
130	-53	98	115	1
166	-146	141	128	1
120	-200	92	73	0
192	-148	94	69	1
54	-102	116	79	0
122	-92	124	108	1
125	-162	62	118	0
99	-140	106	144	0
133	-49	98	130	1
126	-84	69	130	1
137	-80	108	72	1
124	-206	123	54	0
98	-204	136	145	0
70	-108	65	128	0
164	-87	98	98	1
135	-184	65	102	0
86	-117	139	104	0
129	-146	95	94	0
85	-167	145	62	0
134	-211	56	127	0
86	-131	133	68	0
105	-167	98	78	0
135	-57	83	146	1
139	-89	123	61	1
161	-103	89	111	1
141	-29	80	105	1
91	-146	96	65	0
97	-134	87	51	0
109	-166	94	58	0
104	-158	75	84	0
98	-146	75	141	0
140	-74	93	86	1
96	-50	85	126	1
128	-213	80	132	0
77	-138	125	83	0
109	-192	57	57	0
162	-108	100	79	1
83	-127	91	75	0
157	-75	75	126	1
158	-102	128	51	1
117	-169	84	134	1
160	-111	107	108	1
121	-118	97	78	0
128	-85	131	129	1
145	-82	65	146	1
112	-165	64	83	0
98	-160	66	121	0
141	-93	59	90	1
119	-238	50	95	0
164	-106	54	96	1
95	-159	144	50	0
120	-150	78	132	0
148	-78	63	131	1
74	-96	61	80	0
119	-97	50	54	1
107	-42	91	130	1
91	-123	51	79	0
85	-213	64	145	0
108	-44	83	98	1
87	-144	87	128	0
120	-41	118	69	1
155	-133	91	131	1
114	-205	141	84	0
113	-127	106	95	0
180	-158	141	94	1
87	-139	82	142	0
153	-81	96	94	1
113	-133	104	123	0
112	-181	77	110	0
186	-110	78	143	1
99	-131	103	108	0
152	-61	64	110	1
142	-103	68	129	1
185	-137	146	96	1
135	-185	132	123	0
111	-78	55	94	1
60	-102	115	123	0
99	-157	61	138	0
152	-142	131	120	1
121	-177	108	77	0
131	-117	65	64	1
164	-115	82	79	1
154	-61	89	56	1
138	-81	126	138	1
104	-192	57	130	0
124	-53	105	116	1
159	-149	147	50	1
85	-147	52	55	0
77	-139	53	133	0
97	-111	51	131	0
140	-90	126	107	1
155	-75	112	76	1
150	-143	51	115	1
131	-112	115	64	1
66	-80	96	109	0
77	-95	95	62	0
130	-75	138	50	1
123	-75	79	94	1
159	-113	122	143	1
182	-140	135	73	1
174	-115	58	115	1
140	-92	53	121	1
68	-118	59	109	0
56	-104	119	68	0
133	-147	56	74	0
130	-76	79	61	1
91	-173	148	55	0
83	-117	139	140	0
153	-121	100	99	1
97	-149	132	64	0
94	-93	93	132	0
99	-211	57	100	0
150	-118	68	63	1
81	-107	79	99	0
158	-47	141	127	1
93	-40	128	127	1
95	-126	71	74	0
146	-71	141	127	1
152	-110	107	54	1
103	-151	148	126	0
164	-191	51	80	1
157	-109	80	118	1
110	-122	106	141	0
102	-167	55	72	0
146	-243	104	111	0
150	-101	82	67	1
114	-140	131	82	0
156	-140	57	149	1
107	-142	83	99	0
162	-77	83	142	1
147	-90	140	90	1
99	-143	110	79	0
122	-150	124	121	0
162	-141	78	131	1
144	-127	90	101	1
125	-133	124	149	0
105	-168	72	134	0
111	-189	75	94	0
108	-165	124	120	0
166	-78	123	140	1
98	-121	120	136	0
179	-130	132	148	1
171	-130	108	107	1
156	-167	110	140	1
178	-170	148	137	1
132	-60	106	68	1
157	-102	56	57	1
100	-173	72	125	0
109	-148	95	108	0
158	-130	72	68	1
68	-120	92	131	0
90	-171	103	144	0
169	-117	70	53	1
138	-52	145	71	1
150	-158	117	99	1
112	-135	132	125	0
144	-83	68	122	1
95	-137	96	77	0
144	-213	58	100	0
93	-181	81	100	0
68	-101	53	72	0
74	-146	147	102	0
104	-161	79	78	0
117	-180	111	108	0
99	-156	92	54	0
137	-80	59	106	1
111	-147	53	100	0
130	-140	137	123	1
107	-149	104	116	0
92	-195	89	121	0
135	-82	64	74	1
114	-206	120	110	0
188	-131	81	82	1
161	-92	84	115	1
114	-174	115	51	0
118	-163	130	61	0
91	-171	141	62	0
88	-90	67	147	0
159	-100	87	105	1
74	-143	116	135	0
168	-153	58	143	1
124	-99	63	66	1
143	-140	101	101	1
107	-161	145	79	0
127	-181	118	108	0
131	-56	111	105	1
101	-90	129	124	0
101	-155	55	53	0
142	-34	147	138	1
186	-88	110	117	1
119	-183	71	136	0
101	-184	78	142	0
185	-117	95	83	1
108	-118	138	138	0
101	-164	81	65	0
181	-146	59	125	1
183	-160	120	94	1
130	-177	115	89	0
154	-91	83	121	1
113	-142	123	119	0
91	-143	86	137	0
86	-167	119	138	0
109	-133	66	96	0
184	-96	133	122	1
101	-166	142	61	0
148	-66	94	118	1
100	-132	112	137	0
183	-219	130	59	1
97	-144	117	52	0
67	-81	53	123	0
145	-64	92	99	1
142	-95	74	145	1
173	-125	88	67	1
100	-149	83	56	0
158	-92	142	95	1
87	-148	104	87	0
136	-67	133	76	1
121	-193	149	145	1
90	-196	122	125	0
145	-73	84	116	1
109	-130	52	146	0
144	-24	72	51	1
110	-137	82	90	0
146	-9	79	90	1
113	-179	143	112	0
162	-53	68	144	1
108	-134	101	53	0
113	-177	65	87	0
145	-113	124	125	1
110	-148	113	81	0
116	-122	149	99	0
99	-50	77	144	1
92	-137	112	101	0
92	-136	123	113	0
126	-73	123	70	1
130	-79	56	88	1
93	-114	144	137	0
186	-114	81	53	1
166	-113	126	119	1
103	-178	75	60	0
149	-75	130	132	1
70	-117	87	118	0
103	-135	136	123	0
105	-183	95	107	1
97	-178	123	120	0
78	-140	90	69	0
107	-167	71	107	0
112	-108	131	144	0
98	-145	94	142	0
95	-151	103	132	0
139	-138	114	61	1
121	-154	86	83	0
162	-164	108	138	1
152	-98	114	56	1
135	-52	120	112	1
142	-104	75	100	1
186	-62	109	67	1
148	-79	90	148	1
110	-187	60	59	0
138	-91	67	118	1
127	-142	100	110	0
97	-132	119	67	0
143	-213	83	107	0
157	-158	91	57	1
82	-146	139	101	0
107	-162	112	57	0
137	-106	60	104	1
101	-152	112	140	0
65	-85	126	73	0
97	-205	62	104	0
161	-104	148	51	1
109	-143	137	137	0
143	-68	121	87	1
148	-95	97	145	1
79	-141	146	130	0
181	-100	65	53	1
88	-76	71	134	0
113	-159	77	110	0
192	-126	89	141	1
167	-146	69	53	1
71	-105	90	104	0
142	-72	64	90	1
138	-76	116	107	1
168	-106	52	126	1
81	-120	77	67	0
120	-180	91	143	0
122	-196	52	55	0
101	-139	68	98	0
122	-202	75	105	0
144	-198	77	83	0
103	-173	91	91	0
93	-171	71	144	0
66	-104	93	109	0
126	-117	120	76	1
103	-74	94	61	1
97	-140	65	63	0
133	-198	92	137	0
144	-106	105	101	1
148	-187	61	145	0
94	-194	83	97	0
126	-130	107	126	0
143	-76	104	64	1
107	-160	94	128	0
74	-145	118	118	0
172	-121	84	64	1
120	-161	88	73	0
145	-151	93	79	1
100	-133	87	90	0
148	-89	138	126	1
156	-56	98	50	1
175	-177	116	79	1
179	-134	67	60	1
161	-122	74	71	1
108	-142	73	80	0
139	-65	140	135	1
46	-51	141	146	0
98	-123	147	124	0
151	-87	92	135	1
119	-191	142	94	0
104	-128	86	55	0
148	-142	67	84	1
95	-130	107	140	0
73	-142	101	92	0
164	-152	95	146	1
87	-108	56	91	0
117	-160	56	144	0
160	-126	77	61	1
119	-135	132	82	0
149	-89	74	55	1
147	-97	53	109	1
141	-83	129	78	1
91	-85	69	52	0
94	-109	80	135	0
139	-70	133	144	1
116	-110	57	85	0
138	-154	141	149	0
117	-108	85	135	1
89	-112	86	62	0
122	-132	66	125	0
108	-200	124	70	0
154	-92	78	131	1
88	-136	97	134	0
183	-132	59	67	1
130	-195	125	128	0
116	-151	111	58	0
79	-151	68	110	0
168	-119	62	79	1
88	-160	127	145	0
88	-165	108	95	0
139	-42	65	86	1
127	-152	73	86	0
137	-69	73	111	1
121	-51	139	78	1
101	-158	68	125	0
108	-178	138	117	0
86	-205	98	128	0
86	-123	86	145	0
180	-178	127	85	1
192	-121	89	100	1
123	-50	124	99	1
114	-172	105	97	0
135	-88	111	123	1
149	-58	94	60	1
192	-147	52	146	1
150	-97	123	93	1
172	-150	137	149	1
121	-129	71	103	0
169	-88	67	92	1
102	-153	113	71	0
125	-103	116	109	1
147	-99	66	145	1
95	-8	130	136	1
165	-91	103	67	1
166	-119	56	127	1
137	-117	144	123	1
66	-117	80	62	0
88	-109	88	140	0
76	-143	134	118	0
175	-139	67	60	1
152	-69	117	117	1
103	-143	111	129	0
147	-124	128	80	1
99	-186	138	148	0
101	-160	108	110	0
124	-133	51	73	0
106	-134	125	59	0
139	-43	60	133	1
140	-190	95	113	0
162	-117	77	134	1
140	-95	141	105	1
91	-155	149	134	0
69	-118	120	140	0
156	-112	114	118	1
164	-61	71	82	1
142	-125	114	120	1
143	-49	66	52	1
148	-102	88	60	1
92	-134	76	124	0
125	-53	130	87	1
108	-163	62	124	0
143	-110	72	77	1
75	-142	102	134	0
150	-123	65	76	1
124	-85	144	97	1
120	-181	51	97	0
89	-113	119	72	0
161	-116	60	120	1
114	-194	83	51	0
106	-142	143	125	0
104	-130	136	124	0
89	-148	120	98	0
64	-108	93	99	0
159	-115	142	93	1
146	-197	133	70	0
135	-82	92	107	1
160	-100	142	135	1
101	-163	120	70	0
168	-147	116	130	1
142	-109	94	112	1
122	-170	70	59	0
142	-91	102	54	1
86	-161	70	69	0
176	-106	60	115	1
132	-87	86	90	1
124	-69	99	136	1
121	-164	119	127	0
141	-69	148	55	1
181	-134	66	89	1
153	-229	130	104	0
144	-57	115	86	1
84	-142	136	88	0
151	-71	93	131	1
114	-149	56	76	0
94	-170	101	119	0
127	-143	60	123	0
159	-50	110	85	1
125	-81	82	91	1
122	-113	107	58	1
176	-94	137	142	1
164	-70	115	50	1
118	-18	117	60	1
117	-53	132	65	1
54	-149	66	90	0
110	-151	116	61	0
154	-133	64	84	1
92	-111	112	107	0
152	-108	132	137	1
170	-77	148	106	1
89	-120	109	61	0
101	-140	141	79	0
115	-61	52	81	1
93	-130	132	93	0
84	-147	61	81	0
118	-80	136	134	1
202	-77	68	87	1
151	-123	119	123	1
64	-116	118	135	0
154	-84	83	82	1
170	-159	91	109	1
124	-115	60	145	1
144	-189	134	108	0
169	-134	54	131	1
111	-89	129	91	0
138	-94	53	121	1
124	-6	141	104	1
102	-159	127	90	0
94	-150	98	143	0
93	-146	94	131	0
144	-211	79	53	0
176	-137	117	136	1
135	-101	119	119	1
85	-128	66	104	0
75	-103	130	143	0
137	-76	127	80	1
136	-101	112	144	0
123	-55	130	114	1
153	-59	149	68	1
86	-88	126	98	0
159	-123	79	79	1
150	-112	101	110	1
159	-157	80	132	1
102	-180	128	139	0
84	-160	113	112	0
59	-88	90	56	0
142	-244	100	139	0
85	-137	120	72	0
154	-122	92	124	1
176	-130	130	139	1
77	-64	148	116	0
107	-169	104	54	0
158	-158	93	114	1
123	-227	141	98	0
108	-157	87	82	1
102	-138	118	115	0
66	-67	137	73	0
160	-139	111	62	1
163	-128	78	99	1
82	-143	101	92	0
131	-64	76	98	1
147	-116	87	92	1
95	-147	102	100	0
172	-127	62	125	1
104	-129	121	68	0
125	-177	79	73	0
133	-189	63	131	0
144	-54	57	85	1
132	-47	143	123	1
98	-130	64	114	0
169	-151	64	62	1
125	-92	148	114	1
124	-30	94	147	1
138	-160	85	141	1
140	-84	82	121	1
74	-132	96	95	0
144	-81	146	80	1
124	-139	149	115	0
160	-115	137	119	1
129	-104	79	59	1
83	-121	107	78	0
79	-115	102	90	0
106	-177	103	61	0
135	-134	139	75	0
181	-96	71	125	1
112	-134	63	93	0
113	-52	145	57	1
106	-250	65	87	0
177	-75	84	59	1
68	-168	131	102	0
137	-121	138	144	1
100	-169	99	72	0
97	-106	72	129	0
117	-90	76	84	1
160	-76	70	94	1
142	-113	64	52	1
101	-122	134	71	0
128	-112	64	67	1
134	-96	107	89	1
133	-116	137	77	1
164	-106	81	69	1
171	-86	92	118	1
108	-120	127	61	0
194	-119	132	58	1
113	-149	141	125	0
127	-156	96	97	0
178	-100	61	147	1
113	-127	50	132	0
117	-45	103	88	1
75	-142	135	130	0
107	-150	136	71	0
94	-90	145	66	0
76	-121	57	109	0
159	-98	85	81	1
123	-189	72	147	0
134	-68	96	66	1
144	-106	110	140	1
117	-150	136	76	0
95	-134	70	79	0
110	-152	79	104	0
109	-204	54	133	0
109	-131	99	61	0
178	-81	133	120	1
132	-106	93	102	1
107	-159	113	120	0
139	-110	77	90	1
146	-217	144	149	0
128	-212	114	82	0
151	-116	61	100	1
91	-105	89	105	0
161	-69	102	99	1
125	-217	111	126	0
120	-201	147	135	0
152	-75	80	54	1
103	-197	86	144	0
127	-189	94	132	0
52	-109	54	112	0
110	-128	63	99	0
146	-122	137	130	1
171	-101	79	106	1
157	-137	117	99	0
119	-153	115	87	0
95	-136	82	129	0
154	-119	100	75	1
143	-129	126	89	1
109	-156	143	58	0
104	-121	109	92	0
76	-78	136	142	0
170	-137	144	120	1
135	-87	79	73	1
100	-141	113	124	0
100	-113	84	130	0
74	-174	66	60	0
158	-99	61	98	1
131	-182	99	77	0
147	-115	91	105	1
97	-124	83	80	0
107	-2	78	66	1
91	-175	121	142	0
110	-122	69	137	0
119	-155	88	142	0
175	-162	65	62	1
142	-43	77	66	1
145	-34	133	148	1
182	-119	134	56	1
97	-169	104	114	0
154	-111	90	73	1
91	-183	61	54	0
188	-163	60	75	1
103	-148	115	135	0
84	-145	148	91	0
127	-117	67	50	1
154	-113	102	117	1
119	-170	113	143	0
128	-46	137	88	1
145	-97	83	108	1
161	-96	107	122	1
126	-99	148	120	1
134	-106	72	134	1
118	-33	117	70	1
112	-174	102	87	0
154	-107	75	126	1
129	-153	148	83	1
128	-161	99	116	0
139	-112	134	53	1
76	-87	59	128	0
144	-100	67	70	1
146	-87	127	148	1
138	-65	84	83	1
120	-185	125	97	0
171	-101	96	131	1
163	-121	114	132	1
101	-144	101	121	0
102	-197	100	63	0
189	-134	83	88	1
91	-180	54	103	0
111	-133	129	95	0
174	-117	117	91	1
93	-116	101	91	0
109	-120	75	66	0
83	-131	72	65	0
107	-151	131	87	0
125	-169	55	87	0
122	-134	80	143	0
100	-113	70	105	0
171	-173	145	130	1
119	-65	113	53	1
76	-104	100	99	0
170	-144	148	90	1
146	-59	145	139	1
118	-218	60	109	0
75	-130	74	110	0
159	-104	50	71	1
95	-129	111	149	0
83	-217	111	53	0
73	-130	96	57	0
127	-69	137	55	1
91	-140	80	59	0
71	-72	75	58	0
150	-20	149	72	1
114	-112	136	56	1
95	-135	149	69	0
81	-89	126	136	0
87	-116	111	148	0
92	-103	121	139	0
137	-89	51	89	1
127	-114	72	95	1
144	-75	73	115	1
94	-173	118	121	0
123	-64	84	62	1
143	-80	74	50	1
150	-85	59	63	1
154	-96	97	85	1
100	-174	145	135	0
101	-132	114	106	0
114	-177	104	72	0
143	-107	51	125	1
103	-95	129	121	0
145	-90	62	128	1
104	-217	147	61	0
107	-194	112	139	0
129	-187	98	72	0
99	-161	106	99	0
94	-113	146	101	0
143	-55	115	67	1
100	-185	116	65	0
135	-55	50	115	1
139	-47	139	120	1
161	-134	80	143	1
155	-114	112	113	1
67	-131	80	82	0
100	-153	52	91	0
131	-127	140	97	1
86	-145	111	139	0
85	-105	68	67	0
149	-132	73	125	1
131	-73	89	144	1
103	-130	74	90	0
169	-61	131	132	1
80	-69	109	100	0
93	-113	128	145	0
137	-62	129	78	1
131	-84	104	117	1
143	-94	130	54	1
109	-210	87	106	0
177	-114	82	119	1
99	-104	72	114	0
116	-155	103	78	0
81	-85	111	69	0
65	-114	81	134	0
100	-124	137	116	0
156	-129	112	122	1
95	-127	105	103	0
106	-133	65	82	0
116	-126	107	56	0
118	-143	56	142	0
114	-108	94	51	1
91	-82	115	126	0
118	-136	94	54	0
133	-140	63	137	0
100	-168	74	104	0
143	-97	110	57	1
130	-216	145	78	0
159	-139	149	58	1
91	-177	135	76	0
69	-160	117	128	0
55	-78	59	94	0
134	-97	115	143	1
121	-87	64	89	1
114	-155	52	53	0
76	-166	139	147	0
53	-103	125	147	0
98	-139	50	129	0
82	-109	118	128	0
130	-131	129	112	1
100	-181	102	112	0
90	-99	94	118	0
166	-57	110	61	1
111	-168	71	57	0
91	-136	137	77	0
125	-122	53	62	1
157	-140	104	84	1
136	-80	82	122	1
141	-92	93	118	1
182	-137	147	106	1
87	-129	113	143	0
97	-125	71	123	0
107	-135	68	118	0
133	-47	102	74	1
164	-109	124	79	1
160	-145	119	56	1
163	-152	115	115	1
86	-125	101	104	0
127	-189	80	99	0
119	-164	50	81	0
160	-168	87	144	1
148	-91	65	146	1
119	-195	120	81	0
103	-205	101	62	0
147	-81	97	62	1
150	-94	60	126	1
46	-80	58	66	0
145	-99	111	126	1
96	-157	62	146	0
87	-89	125	62	0
102	-132	70	89	0
191	-211	71	130	1
152	-124	107	65	1
114	-146	114	66	0
58	-124	84	104	0
80	-118	131	116	0
79	-108	118	87	0
118	-160	104	68	0
85	-126	138	119	0
167	-91	99	65	1
155	-115	137	141	1
72	-112	71	56	0
100	-106	123	84	0
73	-110	107	95	0
202	-114	144	105	1
72	-122	122	117	0
59	-123	143	132	0
149	-123	118	87	1
151	-111	90	70	1
90	-135	89	111	0
174	-105	103	73	1
111	-146	122	71	0
84	-179	147	88	0
126	-189	85	144	0
91	-176	108	76	0
174	-103	70	69	1
90	-181	118	87	0
92	-191	139	108	0
135	-94	136	135	1
153	-130	112	85	1
71	-117	122	136	0
178	-100	102	67	1
121	-151	75	57	0
142	-87	70	120	1
116	3	116	59	1
143	-116	92	147	1
119	-147	115	67	0
88	-209	74	148	0
169	-81	147	72	1
108	-36	102	119	1
84	-193	76	58	0
117	-150	104	89	0
129	-62	144	148	1
142	-103	133	131	0
137	-77	108	110	1
138	-54	53	94	1
103	-185	83	72	0
130	-124	74	113	1
182	-153	95	104	1
171	-120	54	131	1
149	-73	81	111	1
172	-120	128	141	1
94	-129	96	146	0
103	-147	148	128	0
185	-169	142	92	1
101	-123	53	86	0
169	-133	59	133	1
138	-28	70	109	1
146	-80	93	135	1
106	-187	148	82	0
159	-98	101	111	1
130	-81	126	80	1
141	-47	51	95	1
102	-142	125	149	0
174	-131	101	122	1
108	-76	140	136	1
86	-137	93	75	0
79	-151	95	72	0
123	-58	105	55	1
102	-253	80	142	0
91	-155	142	60	0
100	-125	91	131	0
141	-138	142	112	1
116	-161	117	125	0
142	-88	69	97	1
184	-127	133	59	1
149	-88	66	124	1
147	-105	85	108	1
174	-98	99	58	1
157	-92	91	59	1
173	-105	55	148	1
178	-140	54	133	1
113	-40	72	97	1
104	-152	84	73	0
121	-229	113	60	0
116	-141	107	95	0
90	-137	54	139	0
157	-104	120	86	1
112	-167	98	127	0
100	-160	84	133	0
159	-137	65	73	1
193	-158	87	140	0
179	-138	62	77	1
102	-109	99	136	0
92	-120	134	94	1
78	-157	142	100	0
142	-47	79	148	1
99	-192	96	73	0
109	-156	112	85	0
88	-106	101	132	0
97	-142	124	129	0
89	-146	74	73	0
88	-121	115	148	0
104	-149	108	62	0
136	-105	65	110	1
82	-98	145	107	0
77	-95	129	136	0
156	-126	110	57	1
84	-104	90	61	0
141	-58	104	132	1
110	-160	78	133	0
157	-113	115	72	1
152	-86	63	62	1
75	-133	112	78	0
149	-43	149	101	1
148	-156	77	129	1
146	-87	123	138	1
72	-130	65	100	0
177	-120	142	146	1
152	-110	117	75	1
106	-141	85	59	0
98	-25	68	84	1
172	-167	112	102	1
186	-148	83	56	1
146	-64	86	131	1
89	-124	130	103	0
75	-131	130	81	0
128	-112	90	91	1
145	-192	72	133	0
104	-164	117	119	0
147	-181	67	85	0
123	-140	96	77	0
165	-57	142	127	1
181	-117	128	116	1
147	-148	113	132	1
86	-155	76	134	0
115	-185	85	122	0
112	-198	56	93	0
114	-145	121	146	0
102	-163	79	120	0
110	-111	75	91	1
88	-122	108	61	0
194	-164	119	70	1
94	-106	119	115	0
97	-129	105	50	0
119	-174	122	118	0
99	-79	83	145	0
81	-146	145	114	0
87	-122	97	68	0
151	-100	53	107	1
78	-79	63	116	0
153	-118	74	108	1
86	-117	120	83	0
80	-141	90	74	0
131	-190	125	64	0
131	-61	82	67	1
144	-91	138	113	1
104	-221	112	97	1
158	-108	55	71	1
128	-33	113	140	1
158	-138	87	68	1
65	-104	102	105	0
106	-125	59	89	0
95	-197	56	65	0
150	-75	83	127	1
151	-93	142	68	1
146	-129	132	79	1
68	-104	124	96	0
85	-145	104	141	1
151	-53	133	130	1
171	-146	76	108	1
105	-42	146	105	1
92	-125	131	130	0
113	-192	132	103	0
140	-47	61	107	1
131	-139	98	113	0
138	-195	87	61	0
140	-59	73	137	1
76	-154	62	77	0
122	-211	100	104	0
144	-191	54	116	0
183	-113	137	74	1
139	-70	84	81	1
104	-178	101	104	0
124	-83	69	65	1
108	-158	103	85	0
177	-109	62	137	1
106	-189	88	58	0
137	-119	94	54	1
113	-145	143	79	0
179	-118	70	68	1
137	-82	50	85	1
105	-123	74	149	0
140	-67	87	55	1
113	-134	94	115	0
70	-124	132	113	0
119	-156	103	145	0
136	-128	137	108	1
154	-135	99	95	1
97	-192	60	101	0
146	-134	143	140	1
171	-113	147	83	1
97	-181	143	125	0
149	-87	66	120	1
148	-125	81	138	1
117	-76	80	113	0
184	-160	72	141	1
129	-48	60	68	1
155	-62	85	88	1
83	-156	124	128	0
147	-79	93	53	1
102	-155	143	142	0
143	-79	50	121	1
106	-149	143	145	0
84	-119	100	72	0
166	-144	50	87	1
150	-87	134	89	1
151	-102	116	74	1
172	-127	111	149	1
97	-113	102	55	0
154	-118	78	70	1
173	-110	50	127	1
106	-143	79	59	0
182	-143	70	122	1
83	-141	96	130	0
128	-35	110	108	1
79	-116	114	123	0
143	-198	69	138	0
144	-94	125	130	1
77	-124	146	114	0
109	-163	69	148	0
82	-62	50	146	1
84	-106	56	116	0
125	-60	141	144	1
102	-141	65	144	0
100	-161	55	50	0
108	-168	149	92	0
154	-36	110	104	1
148	-49	121	84	1
143	-107	107	87	1
147	-63	129	69	1
113	-78	122	91	1
155	-122	144	62	1
160	-116	76	111	1
69	-142	121	95	0
116	-145	99	96	0
113	-219	103	70	0
80	-159	79	61	0
161	-124	130	129	1
100	-202	61	73	0
132	-161	130	130	0
93	-97	143	128	0
147	-168	59	108	0
135	-89	114	80	1
127	-172	129	112	0
137	-136	70	87	0
142	-83	57	147	1
166	-128	112	65	1
167	-106	133	74	1
172	-112	95	53	1
77	-111	123	108	0
84	-76	139	67	0
100	-139	112	63	0
105	-147	148	120	0
98	-134	116	124	0
67	-134	108	105	0
128	-192	123	91	0
171	-147	141	83	1
127	-1	78	68	1
97	-101	86	113	0
105	-187	144	68	0
147	-83	64	84	1
132	-81	95	57	1
103	-212	51	90	0
104	-171	65	104	0
158	-131	131	53	1
148	-67	60	109	1
112	-75	65	134	1
164	-129	129	65	1
97	-137	109	50	0
183	-154	71	98	1
162	-108	81	72	1
