age	media	food	transport	housing	pets
30	2643	2662	1719	4988	1539
21	1134	2170	3115	4492	368
25	956	1742	2481	4893	0
31	1597	3886	2042	5808	2349
30	518	3899	2065	5587	1583
25	1048	3919	2042	5680	2050
47	1018	1975	3402	5076	3927
44	6414	3142	2083	9026	0
35	2454	3257	3904	18170	0
35	921	4515	2052	11680	1817
38	1378	3955	1969	12209	1793
45	5845	2964	2134	8406	363
44	5936	3001	1832	11306	202
30	3706	2895	2117	4101	1258
34	2732	2994	4352	14911	609
26	1223	2043	2455	5165	1229
28	3347	2233	1863	4644	491
36	2925	6122	6326	5672	348
31	1031	3826	1997	12285	3666
40	1096	4056	1997	11918	2506
39	3248	3486	3706	16493	511
35	2939	2922	4143	15477	605
48	6811	3501	2070	10867	0
30	3316	2993	2017	4974	546
24	1083	2183	3096	5222	232
55	4896	3059	2248	11609	200
23	2644	3194	1840	5552	567
46	5929	3149	2103	10099	336
42	2972	6014	7317	4256	0
53	5015	2250	1930	10653	0
34	2863	6827	6982	4659	628
24	3093	2875	2032	5291	0
39	677	4049	2049	11278	2355
35	3472	2824	4452	16417	1001
38	3143	2746	3842	9808	667
37	3160	3061	4125	10218	1318
54	5603	2224	1938	10788	368
26	1422	3344	2151	4793	2510
35	910	4000	1911	4349	2693
28	2723	5580	5932	4336	288
31	3418	5967	4835	4723	590
46	982	1990	2590	4951	3236
39	3013	5989	5972	5259	993
22	968	2000	2382	4936	0
29	65	3984	1985	4905	2332
36	2612	6096	5101	4945	652
27	1508	3999	1825	5059	2464
25	1054	2121	3712	4248	1614
51	5646	3524	1952	9309	287
24	1170	1967	2802	4681	766
35	1306	4300	2029	12817	2763
39	1159	4141	2068	12003	2484
33	866	3522	2005	12386	2549
23	2935	2856	2015	5187	1134
45	834	1979	3109	5003	2800
46	1012	3924	2103	12823	3294
51	954	1884	2639	5495	2596
28	963	3938	1905	5251	2669
29	694	3844	1882	5088	2759
55	1205	2211	2681	5266	2210
26	772	1986	2940	4708	1374
29	748	4068	1999	4402	2734
28	2856	2945	1926	5574	709
25	3211	2912	1881	4694	989
44	6167	2917	2087	9523	0
27	2746	3207	1951	4052	217
26	1424	1916	3017	5102	0
49	1119	2199	3586	5271	2752
38	3502	2860	4018	16734	1105
32	3474	6392	6008	5157	1386
48	771	1862	3517	5297	3459
25	2730	3283	1892	5424	248
23	1236	1986	2930	4840	910
27	3297	3327	1952	5225	388
25	2916	3795	2083	4733	695
30	1038	3951	1940	5690	2352
45	5814	3318	2165	8938	232
32	3105	3744	4165	14723	642
39	2974	7566	6459	5281	524
24	905	1823	2893	5338	430
38	1029	4089	2071	10644	2093
56	713	2104	2571	4958	2998
35	3191	3552	4227	15700	0
24	1104	1977	3570	5234	0
44	1155	2011	3381	5074	3661
50	4678	2562	1898	8975	0
21	1229	2057	2739	4945	0
32	1009	3892	1875	5886	2655
43	687	1968	2355	4233	3172
35	2789	3497	4532	16059	364
27	3102	3242	1934	5327	887
32	2758	5789	6690	4222	326
33	2832	2385	4192	16479	626
24	529	1669	3477	4902	0
37	954	3831	1920	12428	2654
47	855	1885	3799	5518	3539
47	534	2156	2459	4985	3178
52	870	1524	2105	4983	3332
49	1346	1907	2457	5335	2629
50	790	2256	3894	5013	2452
30	863	4227	1869	5287	2275
29	2632	2755	1989	5175	0
24	956	1930	3381	4755	0
48	6460	3018	2033	11059	0
34	2681	2937	3672	16432	347
32	3023	2407	2082	5314	1087
27	1232	4392	1975	5105	3222
45	6270	3109	2033	11371	0
29	1024	3718	2040	5059	2260
29	643	3866	1964	4572	2194
22	3140	3203	2181	4717	723
28	3052	3389	2023	5387	0
50	996	2265	3083	5631	3183
29	788	3739	2037	4696	2305
35	2959	2211	4086	14205	0
32	1024	3894	1910	5089	3339
35	2969	2958	4020	12717	379
29	2793	3347	1906	4513	1327
46	6860	3305	1996	10749	299
48	1231	1927	3583	5214	2795
49	5760	3151	2013	10529	307
35	590	3990	2013	4925	2661
32	514	3951	2063	11544	3011
30	1018	3894	2092	4616	2686
35	3266	3525	4414	13227	0
34	1051	3901	2027	5013	1734
51	1052	2094	2983	4866	3037
36	2952	6483	5917	5329	950
31	990	3483	2085	4878	1970
32	2728	5049	5110	4855	0
33	2430	6119	5787	4726	1070
21	897	1835	2567	5123	0
30	963	4201	2010	12148	1925
33	3231	3002	4022	12060	802
35	2988	3593	3785	16366	864
27	3179	2787	2020	4880	666
40	2737	6304	5046	5390	759
26	3568	3447	2022	4867	710
25	997	2253	3290	5483	0
51	901	2135	2628	4458	3353
35	3515	3152	3393	17381	959
42	6640	2881	1878	11511	258
23	631	1625	3471	5068	654
32	2790	5547	5568	4567	296
27	1121	1916	2851	5349	1075
33	2673	6497	6741	5605	598
48	911	2093	2868	4976	2623
36	2804	5823	5260	5470	0
35	3259	3440	4261	11896	0
32	1153	4325	1933	4648	2643
37	3451	2931	4114	15528	0
33	3097	6734	6487	4580	648
47	954	2237	2542	5452	3230
28	2318	3261	2090	4913	890
27	1226	2032	2846	5042	712
43	5980	2687	1962	11221	312
55	6379	2908	2004	9853	0
24	768	2099	3355	5087	896
35	1116	3985	2100	12007	3252
25	2602	3090	1930	5530	647
27	2873	3016	1952	5669	410
27	694	3943	1955	5119	1970
24	3479	3158	1951	5151	272
31	3008	6027	6422	5009	431
48	5269	3075	1954	12135	250
24	1337	2207	3001	5214	0
37	2460	5477	5789	5380	464
38	950	4123	1954	11953	2417
26	2775	3097	2021	4805	322
21	987	1886	2261	4272	818
36	987	3600	2027	11613	2401
28	3102	3449	2075	5639	619
34	643	3553	1785	4799	2894
33	995	3728	2066	12029	2614
28	2667	2940	1979	5142	0
48	1202	2119	2805	4414	2259
38	2756	6189	6902	5352	0
30	2874	6029	7019	4998	903
25	1250	4226	2092	5288	1679
48	5006	2664	2047	8134	0
24	1104	1921	2908	4737	339
53	1182	1989	2534	4697	2296
29	606	4580	2050	5376	2427
24	1025	2160	3152	4037	338
27	3401	3142	2025	4981	0
50	5513	2938	2053	11676	0
38	3122	5607	5133	4628	393
31	1434	3871	2017	4380	2625
49	836	1669	3273	4490	2477
33	1295	4043	1891	12427	2589
23	548	2011	2366	5122	0
26	2931	3283	1924	4965	1150
38	3146	5728	4802	5514	946
49	5571	2999	2018	10283	327
41	2936	5976	6811	4751	533
46	776	1949	2888	5340	3610
39	2894	6085	6083	4710	1332
34	2953	2927	4393	14958	1350
27	2823	3208	2006	5051	0
28	2492	3253	1884	4496	1337
36	853	3983	2020	12611	3076
46	7214	2860	2035	9609	0
47	6086	3352	1933	9423	355
34	2769	3481	3910	12571	0
31	3225	2688	4000	17182	0
47	1072	2024	3253	4794	2848
51	876	1990	2832	4649	2202
45	782	2179	3592	4878	3914
51	1067	1812	3509	4326	2849
34	3016	6125	6298	5624	0
52	5861	2982	1952	10357	231
53	6053	3258	1978	10012	239
40	952	3544	2125	11726	3099
25	818	1834	3261	5222	0
53	5534	2406	1990	8572	0
30	3149	6008	5764	5068	1058
35	3392	4939	6603	5295	836
46	692	2191	2590	4534	2180
26	2890	2926	1977	4413	0
48	958	2453	2907	4896	3299
44	6442	2822	2006	10010	0
34	2277	6161	5626	4364	798
24	1115	2230	2949	4741	0
29	1292	3871	1925	4902	2653
25	3338	2857	2009	4719	546
40	3074	3199	3708	14233	711
46	1203	2094	2762	5256	2687
28	1138	4644	1952	4399	2166
24	1349	2068	3130	4973	816
25	1318	4484	1839	5351	1987
48	6149	2591	1903	9091	276
24	1178	1666	3436	5059	0
36	1675	3817	2183	12611	2301
36	5609	3370	1768	10847	216
42	6381	2841	2009	10289	220
35	3106	6187	7945	4395	0
34	3153	3251	4550	14790	0
41	886	3764	1978	12288	2901
42	5790	2673	1912	8712	0
45	6665	3729	1790	10222	0
25	782	1936	3123	5381	701
48	1097	1686	3009	5312	3572
39	564	3987	2204	11970	2414
46	1236	2225	2462	3951	3313
37	1015	3775	1963	11544	2342
52	5166	3440	1932	8998	206
49	1086	1813	3100	5262	3084
49	6088	3340	2106	10854	206
34	3185	5789	5853	4793	0
45	6812	3227	2016	8840	0
27	3127	2685	2166	4795	0
54	1389	1848	2689	5369	3451
36	1361	3980	1879	11064	2010
32	896	4083	2071	10768	2324
27	1236	3883	2023	5172	2616
34	3116	5269	7591	5054	0
31	3106	2258	2140	5216	1404
44	5612	2801	1849	9960	0
26	1444	4364	2071	4600	2807
34	2422	6875	6178	4472	519
25	792	3624	1910	5770	2757
45	939	2095	3283	5277	2328
22	947	1777	2989	4789	564
32	3477	6425	4769	5241	802
25	1058	2030	2174	5345	0
25	744	1913	2825	4259	0
27	3016	2837	1925	5499	0
31	3042	5980	5520	4990	692
24	892	1674	3433	5071	1140
39	3314	6727	5326	5206	457
33	467	4410	1913	11273	2754
27	2876	3198	2181	6091	525
48	5260	2970	1952	8955	0
32	2692	5094	6504	4537	412
35	2937	2728	3913	16591	784
48	769	1875	3315	4702	3377
30	2767	2863	3824	16712	1447
30	1604	4034	2090	4769	2397
36	2799	5178	5434	5218	1097
43	700	1949	3008	4847	2462
20	950	1836	3290	5291	662
32	1054	3635	2057	12428	3760
32	3116	3348	4022	16274	494
39	3299	5007	6738	5525	734
36	2916	6368	7003	5142	967
31	2878	3830	3530	14620	452
29	3029	3760	1844	4522	658
50	954	2118	3020	4514	3262
52	957	1865	2995	5768	3407
48	5160	3647	1902	8617	0
48	5050	3159	2082	9827	265
21	1088	2337	2729	5118	0
36	873	3445	1968	11870	2582
26	1136	1796	3243	5024	0
22	880	1812	3753	4843	324
23	2592	3205	2248	4968	0
29	2570	3201	1988	4673	250
39	716	3470	2017	12304	2403
50	863	2238	3261	5177	3143
33	1089	3864	1871	5496	2720
31	1232	4826	1903	10937	1730
46	1340	1939	2637	5582	3050
28	3084	3600	1889	5375	1197
36	811	4071	2014	11708	1887
50	6380	3070	1969	9202	0
28	1083	2071	3470	4778	679
36	926	3739	2057	11447	1702
36	1136	4123	1944	12523	2601
23	2983	3179	1982	4506	522
29	1152	4237	1990	4710	2796
30	573	4000	2044	12486	2718
42	3322	2895	4158	16779	444
37	2859	2865	3964	15926	1388
32	1095	4127	1970	5587	2520
34	1161	4260	2054	11654	2365
37	1121	3880	2061	11549	3838
26	1385	2192	2763	4699	0
47	5022	3304	1947	10542	0
34	1061	3793	1955	13252	2178
32	2778	5587	4948	4707	604
29	1316	3679	2041	4495	2659
29	707	2178	3440	5260	0
26	539	3831	2152	4820	2586
37	3353	2685	4146	14750	390
37	943	4190	2050	12126	1620
46	812	2127	2902	4754	3557
29	1541	4265	1925	5086	3156
37	3312	3528	3962	19449	455
57	6255	3231	2039	9301	0
46	719	1908	3514	5472	2919
52	1112	1948	3282	4755	3919
33	1732	3823	2000	12104	2570
38	1310	3879	2070	11542	2875
35	3043	5303	6958	4925	0
37	2902	5479	6497	5077	0
32	2834	2938	2019	5280	1007
27	990	2008	2583	5290	674
40	3259	2880	3832	12177	1244
18	947	2251	2480	5339	744
33	2686	5400	6156	4708	272
25	1022	2054	2926	4710	690
27	3014	2922	2240	4931	256
25	1004	1747	2597	5162	1556
30	1204	4068	2033	5137	3173
24	1393	1744	2561	5618	0
47	6413	3247	2015	10090	0
47	5878	2885	1874	10006	209
38	3022	6400	6185	4796	534
41	707	4063	1888	11992	2246
29	2664	2564	3632	16050	0
51	1254	2259	2327	5976	3139
35	3213	5923	5696	4528	0
47	5517	3238	2150	8870	295
36	786	3931	1997	10960	2419
32	1007	3919	2057	5563	2017
43	906	4279	1939	11501	3047
34	731	4048	2081	11744	2554
35	2710	5348	7170	5470	1581
25	656	3933	2177	4223	2124
37	2638	2665	3990	16950	726
30	3198	3357	2071	5394	0
36	1392	3819	2150	11810	2133
29	1317	3795	1970	12603	2697
22	868	1763	2511	5001	604
48	1118	1688	3104	5193	3130
42	1010	1844	2248	4233	3328
30	3129	3138	1823	5066	850
23	1120	2008	3533	4238	217
37	3451	3129	4345	17234	330
29	1611	3531	2042	5259	2471
33	2919	2952	4013	13254	659
27	873	2097	3634	4992	0
48	6218	3358	1908	10641	230
27	2729	3190	2125	4575	0
40	2838	3470	3408	19983	963
57	944	1986	2581	5058	2462
46	1133	2035	2650	4721	2914
49	6202	2464	1917	10517	0
45	5835	2403	1877	10059	0
28	2913	3100	2086	5014	0
30	3408	5944	5763	4513	730
33	989	3886	2009	4745	2109
24	1364	2043	3457	6048	304
22	758	1946	3252	4685	673
30	1520	4329	1942	4794	2729
34	2856	5729	7045	5616	1116
49	581	1886	3263	5302	3069
24	1018	4506	1901	5484	2784
30	3314	3236	2007	5098	0
47	1101	2303	3312	4671	3459
37	3053	7535	6095	5836	882
24	524	4291	1979	5365	2318
28	1200	4084	1983	4257	2248
26	1017	4178	2145	5072	3165
38	1102	4333	2018	12309	2771
47	984	1940	3230	3727	2673
43	7210	3116	1893	9837	275
43	5426	3045	1876	9888	225
55	6515	2333	1967	10571	241
51	1005	2144	2766	5360	3700
24	1130	1841	3202	4357	0
23	1102	2401	3167	4998	0
48	1256	1953	2616	4621	2543
38	3213	3033	3927	15574	572
21	1246	2129	2809	5139	415
31	1258	4200	1876	4649	1719
24	1002	1906	2426	4457	735
35	2953	2762	4149	13980	389
32	3164	2799	1990	5210	1056
35	2978	3337	4160	16069	864
35	2475	5852	6168	4565	1173
30	687	4281	2070	5425	2269
23	1232	2066	3670	5636	673
37	3659	3200	3839	18873	0
50	1056	1991	2666	5099	3419
35	2769	3194	3343	14561	755
46	1287	1863	2613	5030	3084
38	1413	3541	1949	12797	2500
36	1000	4157	1921	4908	2757
24	656	2209	3215	4492	414
36	3182	3222	3548	16101	1481
32	804	4210	2003	4643	3237
24	1332	1995	3442	4717	553
33	3281	5811	6031	4783	1290
32	3270	3357	4289	14073	958
38	869	4800	1901	12342	1569
37	710	3740	1968	11376	2409
42	989	1921	2521	4827	2873
38	487	4075	1878	11831	2368
54	7598	2802	1969	9665	259
27	1522	4024	1955	5361	3087
27	910	3907	2097	4658	1794
52	4863	2962	1959	10482	228
44	5732	2980	2119	8629	278
28	660	3801	1921	5139	2254
48	6524	3141	2065	10116	249
26	2434	2881	1985	5190	1147
26	624	4224	2089	4472	2281
50	1042	2091	3110	5491	2778
23	911	1635	3356	5155	615
47	6235	3229	1969	9372	0
25	2813	3101	2048	4577	607
36	546	4203	2195	11426	2225
35	2876	6934	7509	4795	0
48	862	2215	2473	5021	3774
41	6144	2970	1858	10090	0
27	1392	3701	2055	4139	2393
35	1217	4013	1962	11310	2854
38	1104	4020	1995	11233	2413
26	898	2088	2987	5262	564
25	828	2250	2840	5154	1219
53	765	1919	3938	4331	3706
33	3349	3185	3815	11016	500
23	1187	2033	3066	4867	1037
29	968	4183	1790	4375	2442
38	964	4022	1966	11680	3327
52	1311	1906	3055	5734	2937
43	1283	4133	1976	11541	1127
24	2913	3014	2092	4828	776
48	6384	2960	1893	11136	330
24	853	2185	3384	5217	1232
29	2457	2409	1916	5349	0
47	976	1895	2541	5912	2637
30	2806	3549	2084	4880	742
45	1185	1681	3405	5599	3756
53	5556	2889	2128	9638	0
51	899	1986	3219	5141	3091
34	2690	5915	5538	4872	264
29	2766	2758	1932	5418	526
26	2885	3055	1855	5224	1668
31	1108	4116	1912	4634	2822
24	1320	1959	2778	5221	348
22	1185	4074	2031	4997	2187
43	5856	3191	2033	10812	250
25	1140	2240	2762	4142	483
52	809	2082	3413	4690	3391
34	3148	5969	6259	5000	280
26	891	1991	2656	4634	1011
29	3693	2942	4061	12525	0
55	6993	2728	2081	9180	0
48	864	2259	2651	5017	2621
25	2491	3089	2107	4359	305
22	759	1834	2524	4698	0
46	5358	3322	2065	9597	0
46	1307	1958	3944	5542	2982
44	922	3782	2001	12678	2828
46	6056	3109	2104	11327	0
45	6599	3058	1929	9157	0
34	3215	6059	5755	4837	1848
31	1025	4131	2099	4606	2122
28	2385	2249	3655	18021	714
23	1133	2092	2820	4375	405
35	1431	3600	2132	10299	2636
34	2097	6184	6916	4818	0
31	2771	5979	5544	5376	521
37	3126	2827	3905	14984	1526
27	3023	3033	1980	4638	0
23	2725	3065	2053	4450	327
27	1935	3201	2066	5255	1133
46	857	2074	3345	5088	2741
47	5551	3552	1998	11698	0
48	6357	3025	2128	9772	0
28	3204	3244	1923	5960	1414
50	5990	2944	2067	11398	378
39	3192	6271	5154	4544	431
40	1199	4158	1987	11008	1986
27	2782	3187	2143	5719	913
27	1145	1807	2511	5010	1372
32	3482	5044	5477	4751	948
43	5588	3087	2025	12374	0
23	2972	3276	2085	4319	224
25	2495	3305	2063	5381	0
33	3289	6809	5919	4817	1366
23	1125	1882	3418	4129	1559
21	785	2097	2758	4853	438
26	1512	1769	3302	5062	605
24	688	2394	2281	4616	471
24	2723	2950	1956	5546	813
46	1036	4529	2076	12202	3442
47	783	1930	3198	5202	2963
28	533	3870	2015	4390	2022
26	1328	3954	1952	5476	2017
29	1143	3945	1993	4812	1971
24	881	2193	3429	5072	459
37	970	3825	1945	12210	2124
45	1061	1944	3357	4969	3447
49	6078	2816	1865	9480	0
29	678	4153	2052	5161	3457
27	2879	2965	1936	5125	1212
32	2589	5736	5791	4981	1059
26	1064	2235	3325	4669	925
30	2705	3010	3652	11851	453
52	6641	2850	2020	8551	0
48	1204	2368	2901	4926	3053
32	2543	6442	6307	5616	1089
40	3269	2885	3998	14886	542
25	1086	2339	2731	4757	1019
48	5938	3387	1854	9835	0
35	3098	2780	4458	12429	1731
35	2921	3465	4136	11453	1234
32	961	3934	2022	12984	1809
29	981	4230	1993	4627	2441
21	973	2491	3202	5395	0
26	2779	3295	1853	5048	0
33	3129	3055	3709	16830	0
35	1433	4114	1976	11367	2554
34	3398	3575	3817	11621	0
36	3444	2810	3600	15375	1160
24	607	1743	2623	5471	0
34	2970	2940	3804	15905	0
22	793	2308	2994	5302	0
38	2723	3021	3963	16192	0
36	919	4017	1931	12711	2730
29	3159	3566	2188	5075	628
33	2591	3373	4211	15328	510
27	2951	2587	1981	5071	0
37	3138	3059	3861	19374	0
46	522	1969	2854	5261	2518
26	308	2353	3266	4901	551
28	3618	3100	1897	4745	0
49	5539	3176	1839	10526	0
39	2521	3141	4212	15095	324
29	2481	3122	1913	4745	595
46	879	1932	3429	4953	2303
34	2984	5923	6128	5193	1124
27	1068	3989	1989	4641	2992
24	1219	1946	3512	5178	581
31	926	4037	2025	11055	2957
48	847	1827	3435	5257	2638
49	1011	2174	2623	4910	2811
28	2996	2701	1925	5195	497
45	826	2083	2699	4996	3685
31	2696	6347	5672	5132	1560
30	2811	2842	2014	4736	497
50	784	2374	3526	4592	2673
28	1268	4886	1846	4891	1886
37	2360	3318	2069	5438	415
21	1222	1818	2824	4509	888
24	1483	3642	2077	5217	2401
36	1778	4394	1972	12360	1687
46	1152	2443	2605	4409	2671
54	5513	3090	1817	9440	0
47	5161	2247	1862	8849	0
20	2790	2476	1991	4354	627
29	1121	3782	2029	5326	2430
31	2818	5821	5944	5026	961
23	1331	3869	1861	4219	2193
52	6012	2704	2027	10853	0
37	3167	3075	4173	16672	745
32	3384	5582	5389	5426	599
36	2766	2804	3952	19088	0
30	2732	5429	6675	5422	916
36	2684	2495	4319	14785	665
44	1412	1921	2358	5425	2422
52	5765	3021	1788	10209	0
27	3279	2906	2061	4510	0
53	1233	1974	2986	5423	3280
51	5624	2923	1873	10509	209
27	3252	2996	2058	5307	0
35	2987	3666	4929	15736	887
25	1217	1970	3375	4823	701
48	902	2159	2609	5023	3407
27	3104	2848	2032	4943	916
45	972	1988	2757	4628	3075
26	1288	1747	3950	4619	0
44	5734	3005	2007	8609	221
39	2640	5647	5770	4790	0
32	2659	2995	2018	5047	653
36	2651	2824	4092	14690	582
54	6666	2875	1977	9956	257
47	1052	1959	2647	5117	3276
30	853	4102	2053	4895	4015
54	905	1933	2796	5284	3362
27	3354	2961	1928	4921	959
31	3646	6397	5736	4853	421
26	3361	3024	1924	4897	1112
24	1255	1938	3092	5174	0
34	3371	3161	3586	16217	746
42	6743	3020	2109	9835	215
44	5534	2981	2027	9652	0
38	2809	3217	4074	11009	928
34	847	3711	2082	4386	2741
35	3074	3104	3687	17621	1546
50	5871	2454	1963	9609	0
27	2479	3111	2021	5190	0
24	982	1874	2781	4723	825
34	2837	6400	6043	5403	841
53	915	2074	2002	5625	3596
49	1028	2099	3145	6246	4079
25	2762	3081	2069	5112	0
48	1121	1966	3145	4170	3140
35	858	3824	2148	12367	2093
35	3160	6538	6408	5144	754
48	4787	3250	1990	9325	0
36	2491	6186	6712	5161	376
36	2500	6260	5749	4784	1162
36	3371	5805	5683	5294	0
34	1241	4062	2012	5106	2491
25	1141	2012	3403	4368	468
23	1058	1712	2726	4595	516
48	5374	2578	2079	11743	0
34	3116	5623	5727	5335	1211
27	1242	3825	1958	5274	2541
46	834	3688	1868	12588	2518
33	3014	5049	6768	5064	554
32	3256	6361	5433	4942	0
24	1084	2261	2902	4967	752
47	6761	2611	1917	9984	257
34	3194	5429	5608	4108	577
48	818	2093	3218	4318	2819
32	3850	3392	3531	12535	0
27	2607	3584	1915	5072	0
27	833	4211	1858	5039	2993
46	5781	3155	2034	10224	0
47	1129	2078	2931	5167	3309
28	705	3827	1935	4834	2541
34	2744	6278	5689	5035	864
27	772	4390	2008	4538	1827
47	1023	1701	2914	4633	3636
49	1174	2190	2829	5469	3915
27	2893	2744	2171	5360	645
37	2707	2766	4088	13503	651
23	1299	2270	2934	4999	219
24	791	2257	2755	4559	0
25	3413	3490	1995	5626	0
32	2530	2975	2118	5105	489
48	5885	2970	1941	10382	0
23	926	1961	2947	5464	657
22	918	1921	2886	5126	583
36	907	3871	1974	11460	2618
36	2887	2416	4096	14040	388
24	1307	2298	2806	5100	973
52	5666	2558	2088	9943	402
24	744	1904	3194	4425	765
50	6174	2992	1994	9175	0
47	6898	3214	1917	10056	237
33	1125	3406	1860	4878	2234
35	3267	3090	3544	13295	885
41	6655	3111	2104	9207	0
33	2921	3732	4276	17478	1049
35	3165	2596	4199	13977	0
48	6435	2793	1963	7213	0
36	3034	2840	3968	14555	0
26	780	3878	2064	4785	2979
36	2763	6860	6694	4564	0
25	1384	4416	1937	4839	2022
47	893	1835	2829	5843	2502
31	3124	5649	5962	4666	0
31	2609	3396	3663	14275	975
34	2603	6617	7223	5247	991
35	3032	2488	3933	14821	1069
50	5658	2760	1954	9241	216
49	919	2027	3370	4501	2499
43	5891	2319	1893	10986	307
22	1142	1792	3198	5020	595
34	2897	5492	5691	4787	0
44	1035	1935	2752	4972	3209
40	3078	6466	5977	5220	0
29	589	4522	2251	5320	2031
44	382	3948	1955	12711	3013
52	6756	2955	1987	10409	313
36	428	4051	1990	10946	2092
39	1458	3771	1937	12520	3315
27	2989	2883	1951	5340	0
21	971	2194	3014	5496	497
41	1081	1780	2422	4854	2049
35	3177	3280	4243	12596	726
22	1219	1796	3826	4483	1302
36	2985	2921	3932	13339	0
58	6655	2596	2032	11200	408
38	794	3846	2042	11400	3388
35	478	4742	1936	12167	2360
25	2785	3086	2214	5183	0
25	837	2170	2878	5096	762
27	2801	3219	2063	4976	958
35	3332	5789	6386	4671	1159
43	6588	2539	2039	10087	364
36	3065	3097	3858	15659	1373
22	1010	2119	3141	5886	1518
24	1038	1904	2361	5232	484
49	1118	1573	3270	3875	3577
50	6240	3267	2116	10997	0
33	3173	2947	4035	14876	0
41	1111	4347	1885	11628	3185
44	5135	2741	1995	8261	0
24	3572	2746	2115	4402	810
32	902	3884	1942	11905	2522
22	1114	2091	2550	5300	960
44	6155	3598	2059	10788	0
24	1214	2008	2785	4872	610
35	1629	4155	2014	11530	2227
50	967	1901	3921	5027	2962
37	1460	4168	2002	11767	1931
34	3227	3178	3593	16811	367
30	555	4080	2176	4855	3043
32	1536	4463	2051	11987	2455
46	5390	3504	1901	10917	0
36	2693	2751	4170	12871	942
39	3224	2846	3503	19138	510
35	3099	3226	3989	14795	540
24	1198	2025	3483	4722	0
24	1008	2000	3223	5830	962
48	5803	2782	2071	10897	211
33	3563	5714	6123	5006	0
27	1000	3961	1988	4713	3008
32	3207	2893	4205	15249	1007
42	863	1931	3077	4590	2906
35	1083	4342	1994	12318	2470
29	1231	3647	1886	4851	2447
39	3053	2673	4350	18143	715
36	2663	2639	3480	16911	1127
30	633	3371	2015	5385	2906
47	964	2262	2725	4455	1935
32	2938	5600	7966	4634	479
29	846	3897	1953	4315	2177
25	3580	3495	1967	5534	509
37	3079	2859	4065	13487	639
40	1566	4299	1868	12189	2562
35	2857	6067	7310	4750	0
41	2776	6035	5843	5118	594
28	1315	1953	2156	4648	835
25	3082	3244	2112	5552	1000
36	1144	3954	2036	13190	3315
44	4396	3185	1812	9693	0
22	976	2029	2926	4924	678
24	1018	2168	2789	5403	1201
51	5295	3362	1930	10097	0
46	5904	3796	1858	10824	213
34	3054	6307	5711	4438	0
61	5530	3114	1982	8416	0
25	2818	3085	1897	4442	857
39	3233	5364	6034	4873	397
42	665	3637	2046	12080	2653
31	2549	2784	4280	15295	419
37	1054	4141	1863	12739	2106
49	6289	3037	2118	12081	0
37	3340	6728	4974	5145	214
39	2770	7143	6821	5112	876
41	6406	3050	1978	9143	0
36	2867	6838	5539	4787	1245
24	1004	2254	3570	4467	0
36	3456	2576	4382	10922	0
39	3105	5498	6782	4490	0
29	3640	3367	1769	4881	738
38	2630	2798	3927	18523	688
26	3379	2618	2023	4800	305
36	2702	3655	3789	15379	0
36	2798	6338	5188	5425	0
27	412	4109	2163	5326	2880
29	1166	4538	1904	5524	2324
32	1475	4293	1825	13017	2377
39	3052	6796	5697	4979	642
51	879	2378	1882	5225	2579
29	858	3498	2019	4409	2681
35	2899	2990	1944	5134	490
48	988	2025	2527	4901	3281
48	677	1803	2574	5537	3132
37	2907	2998	3978	16611	445
24	1160	4383	1951	4691	2680
46	5832	2911	2031	11093	0
24	638	2015	2842	5004	694
35	427	4515	1953	12902	2600
33	1446	4506	2062	11912	3185
35	3157	5315	5929	5579	807
35	2850	3287	3916	14777	0
34	1060	3876	1928	10053	2199
23	3500	2978	2122	5197	233
28	2997	3097	2078	5078	1225
38	864	4373	2144	11410	3228
28	3319	3178	2154	3998	428
35	2846	2941	4547	17993	409
32	3281	6460	5874	5317	1028
49	1146	1906	3444	4634	2390
26	1257	2012	2778	4924	435
48	4600	3644	1970	9248	0
23	1148	1966	3506	4193	0
26	2786	3280	2165	4742	456
31	1337	3954	2337	5499	1745
40	5697	2897	2061	11563	206
31	756	4408	1887	13004	3448
33	2956	2876	3315	12123	0
46	5308	3220	2010	7863	0
34	2930	3885	3283	15741	745
29	1268	3868	1997	5214	2186
28	1213	3893	1952	5116	2711
41	993	2113	3449	4520	3276
46	6402	3228	1938	10106	0
31	2751	3224	3928	13336	0
55	6579	3132	1929	9952	0
26	763	2106	2642	5355	272
26	2743	2528	2013	4749	1262
28	1180	4275	2220	4789	2135
48	911	2062	3116	5013	2705
35	3011	6441	5431	5057	641
26	3089	2423	1897	4920	0
39	5184	3171	2010	11288	372
37	2723	2398	3417	15940	288
51	1053	1854	2586	5000	3960
44	6577	2987	2103	10941	0
25	1000	1784	3475	4832	0
24	909	1907	3079	4511	631
35	2637	6324	6995	5030	457
28	564	2236	3047	4317	1143
27	2540	2360	2034	5351	1102
30	1200	4012	1963	4231	2663
48	1149	1951	2428	4910	2799
34	2910	3404	4084	14778	1025
25	3108	2851	2034	4487	943
30	894	3582	2122	4996	1577
57	5582	3347	1878	10751	246
33	3054	3428	3893	13125	922
32	757	3641	2081	12895	2175
50	6560	2896	1988	11403	0
26	162	3717	2163	4982	1016
43	1178	2199	2231	4804	3098
31	2586	2433	3733	17075	674
30	2630	6641	5329	5233	0
48	908	2151	2989	4988	2403
28	692	3739	2011	4883	2485
35	2373	2797	4088	14844	0
32	2954	3148	4223	20316	788
35	2913	2842	4210	14035	1058
